ident,type,iso_country,lat,lon,tz
03N,small_airport,MH,11.222219,169.851429,Pacific/Majuro
05AK,small_airport,US,61.668301,-149.188004,America/Anchorage
07FA,medium_airport,US,25.325399,-80.274803,America/New_York
16A,small_airport,US,60.905591,-162.440454,America/Nome
19P,seaplane_base,US,56.328800,-133.610001,America/Sitka
1RL,small_airport,US,48.977316,-123.079294,America/Los_Angeles
2U7,small_airport,US,44.208500,-114.934998,America/Boise
2WA3,small_airport,US,48.683991,-123.222849,America/Los_Angeles
38WA,small_airport,US,48.579162,-122.823844,America/Los_Angeles
4A2,small_airport,US,60.866699,-162.272996,America/Nome
4K0,small_airport,US,59.796925,-154.129994,America/Anchorage
4K5,small_airport,US,57.942094,-152.464314,America/Anchorage
4KA,small_airport,US,60.569638,-165.246649,America/Nome
4Z7,seaplane_base,US,55.903324,-130.009975,America/Sitka
51Z,small_airport,US,65.147991,-149.368658,America/Anchorage
5A8,medium_airport,US,59.282600,-158.617996,America/Anchorage
5KE,seaplane_base,US,55.349899,-131.677002,America/Sitka
5Z9,seaplane_base,US,58.554798,-155.776993,America/Anchorage
6N5,heliport,US,40.742372,-73.972074,America/New_York
6N7,seaplane_base,US,40.735061,-73.972814,America/New_York
6Y8,small_airport,US,45.720503,-85.518866,America/Detroit
78WA,small_airport,US,48.490046,-122.831612,America/Los_Angeles
7KA,small_airport,US,60.871449,-146.690297,America/Anchorage
7WA5,small_airport,US,48.673379,-123.175439,America/Los_Angeles
89D,small_airport,US,41.602960,-82.687054,America/New_York
89TE,small_airport,US,29.278000,-103.686997,America/Chicago
90WA,small_airport,US,48.711410,-123.018208,America/Los_Angeles
96Z,seaplane_base,US,56.116299,-133.121994,America/Sitka
9A3,small_airport,US,61.579102,-159.216003,America/Anchorage
A29,seaplane_base,US,57.052101,-135.345993,America/Sitka
A61,small_airport,US,60.351243,-162.654476,America/Nome
A63,small_airport,US,59.074713,-160.274992,America/Anchorage
A79,small_airport,US,56.255001,-158.774994,America/Anchorage
AE-0001,small_airport,SA,24.214693,51.449890,Asia/Riyadh
AE-0221,medium_airport,AE,24.441280,54.516960,Asia/Dubai
AEI,heliport,ES,36.128820,-5.441079,Europe/Madrid
AF-0017,small_airport,AF,33.333401,69.952003,Asia/Kabul
AF15,heliport,AF,37.423302,69.430298,Asia/Kabul
AG-0001,medium_airport,AG,17.621194,-61.798347,America/Antigua
AGGA,small_airport,SB,-8.702570,160.682007,Pacific/Guadalcanal
AGGB,small_airport,SB,-11.302222,159.798333,Pacific/Guadalcanal
AGGC,small_airport,SB,-6.711944,156.396111,Pacific/Guadalcanal
AGGE,small_airport,SB,-6.990745,155.886656,Pacific/Guadalcanal
AGGF,small_airport,SB,-8.107500,159.576996,Pacific/Guadalcanal
AGGH,large_airport,SB,-9.428000,160.054993,Pacific/Guadalcanal
AGGK,small_airport,SB,-10.449700,161.897995,Pacific/Guadalcanal
AGGL,small_airport,SB,-10.720300,165.794998,Pacific/Guadalcanal
AGGM,medium_airport,SB,-8.327970,157.263000,Pacific/Guadalcanal
AGGN,small_airport,SB,-8.097780,156.863998,Pacific/Guadalcanal
AGGO,small_airport,SB,-7.416940,155.565002,Pacific/Guadalcanal
AGGR,small_airport,SB,-11.550000,160.062778,Pacific/Guadalcanal
AGGT,small_airport,SB,-10.847994,162.454108,Pacific/Guadalcanal
AGGU,small_airport,SB,-9.861670,160.824997,Pacific/Guadalcanal
AGGV,small_airport,SB,-7.585560,158.731003,Pacific/Guadalcanal
AGGY,small_airport,SB,-9.092816,159.218410,Pacific/Guadalcanal
AGKG,small_airport,SB,-7.330500,157.585000,Pacific/Guadalcanal
AGOB,small_airport,SB,-8.325008,160.800510,Pacific/Guadalcanal
AGOK,small_airport,SB,-8.738358,158.202836,Pacific/Guadalcanal
AGRM,small_airport,SB,-8.168060,157.643005,Pacific/Guadalcanal
AK62,seaplane_base,US,55.849602,-133.227994,America/Sitka
AK81,seaplane_base,US,57.471500,-153.815002,America/Anchorage
ALZ,seaplane_base,US,56.897294,-154.249692,America/Anchorage
ANYN,medium_airport,NR,-0.547893,166.919525,Pacific/Nauru
AQ-0016,medium_airport,AQ,-77.530242,-31.827393,Antarctica/Rothera
AQBC,medium_airport,AQ,-74.739373,164.035390,Antarctica/McMurdo
AR-0503,small_airport,AR,-42.521363,-68.287861,America/Argentina/Catamarca
AR-0744,medium_airport,AR,-30.345303,-66.294072,America/Argentina/La_Rioja
AR-0767,medium_airport,AR,-27.180308,-54.107368,America/Argentina/Cordoba
AR-0768,medium_airport,AR,-33.896030,-60.574800,America/Argentina/Buenos_Aires
AT03,medium_airport,AQ,-75.103278,123.358250,Australia/Perth
AT28,medium_airport,AQ,-78.466139,106.848250,Antarctica/Vostok
AT98,medium_airport,AQ,-71.526400,8.799459,Antarctica/Troll
AU-0456,small_airport,AU,-28.034548,123.815060,Australia/Perth
AU-0539,large_airport,AU,-33.883461,150.712981,Australia/Sydney
AU-0796,medium_airport,AU,-15.578026,130.475993,Australia/Darwin
AU-HIS,seaplane_base,AU,-20.059999,148.880997,Australia/Lindeman
AXF,medium_airport,CN,38.748317,105.584160,Asia/Shanghai
AYBA,medium_airport,PG,-7.496955,144.821756,Pacific/Port_Moresby
AYBK,medium_airport,PG,-5.422299,154.672698,Pacific/Bougainville
AYBM,medium_airport,PG,-8.050000,142.932999,Pacific/Port_Moresby
AYCH,medium_airport,PG,-6.024290,144.970993,Pacific/Port_Moresby
AYDU,medium_airport,PG,-9.086760,143.207993,Pacific/Port_Moresby
AYET,small_airport,PG,-7.237257,141.106322,Pacific/Port_Moresby
AYGA,medium_airport,PG,-6.081690,145.391998,Pacific/Port_Moresby
AYGN,medium_airport,PG,-10.311500,150.334000,Pacific/Port_Moresby
AYGR,medium_airport,PG,-8.804540,148.309006,Pacific/Port_Moresby
AYGT,small_airport,PG,-6.271110,150.330994,Pacific/Port_Moresby
AYHK,medium_airport,PG,-5.463846,150.407327,Pacific/Port_Moresby
AYIQ,small_airport,PG,-6.305727,155.728249,Pacific/Bougainville
AYKA,small_airport,PG,-8.505820,151.080994,Pacific/Port_Moresby
AYKI,small_airport,PG,-6.125710,141.281998,Pacific/Port_Moresby
AYKK,small_airport,PG,-7.424380,144.250076,Pacific/Port_Moresby
AYKM,medium_airport,PG,-7.963610,145.770996,Pacific/Port_Moresby
AYKV,medium_airport,PG,-2.579400,150.807999,Pacific/Port_Moresby
AYKY,small_airport,PG,-3.043610,152.628998,Pacific/Port_Moresby
AYMD,medium_airport,PG,-5.207080,145.789001,Pacific/Port_Moresby
AYMH,medium_airport,PG,-5.828212,144.299412,Pacific/Port_Moresby
AYMN,medium_airport,PG,-6.147740,143.656998,Pacific/Port_Moresby
AYMO,medium_airport,PG,-2.061890,147.423996,Pacific/Port_Moresby
AYMR,small_airport,PG,-6.363330,143.238007,Pacific/Port_Moresby
AYMS,small_airport,PG,-10.689200,152.837997,Pacific/Port_Moresby
AYNZ,large_airport,PG,-6.567995,146.726544,Pacific/Port_Moresby
AYOB,small_airport,PG,-7.590622,141.324263,Pacific/Port_Moresby
AYPY,large_airport,PG,-9.443380,147.220001,Pacific/Port_Moresby
AYSS,small_airport,PG,-7.621700,142.868000,Pacific/Port_Moresby
AYTA,small_airport,PG,-5.845000,142.947998,Pacific/Port_Moresby
AYTB,small_airport,PG,-5.280471,141.227576,Pacific/Port_Moresby
AYTI,small_airport,PG,-8.356667,146.989167,Pacific/Port_Moresby
AYTK,medium_airport,PG,-4.340460,152.380005,Pacific/Port_Moresby
AYTU,small_airport,PG,-9.075954,149.319839,Pacific/Port_Moresby
AYVN,medium_airport,PG,-2.692600,141.302800,Pacific/Port_Moresby
AYWD,medium_airport,PG,-5.635293,143.892231,Pacific/Port_Moresby
AYWK,medium_airport,PG,-3.583830,143.669006,Pacific/Port_Moresby
AZ-0001,medium_airport,AZ,40.494884,49.977065,Asia/Baku
AZ-0013,medium_airport,AZ,40.807313,49.431481,Asia/Baku
AZ-0021,medium_airport,AZ,39.006162,48.806312,Asia/Baku
BCW,medium_airport,MZ,-21.853300,35.438301,Africa/Maputo
BG-JAM,medium_airport,BG,42.454899,26.352200,Europe/Sofia
BGAA,medium_airport,GL,68.721802,-52.784698,America/Nuuk
BGAG,heliport,GL,72.887030,-55.596287,America/Nuuk
BGAM,heliport,GL,65.612296,-37.618335,America/Nuuk
BGAP,heliport,GL,60.464450,-45.569170,America/Nuuk
BGAQ,heliport,GL,60.148357,-44.286916,America/Nuuk
BGAS,heliport,GL,60.597376,-45.382445,America/Nuuk
BGAT,heliport,GL,67.940663,-53.621870,America/Nuuk
BGBW,heliport,GL,61.159580,-45.424690,America/Nuuk
BGCH,heliport,GL,68.822816,-51.173447,America/Nuuk
BGCO,medium_airport,GL,70.743103,-22.650499,America/Scoresbysund
BGET,heliport,GL,60.619720,-45.914062,America/Nuuk
BGFD,heliport,GL,60.004694,-44.656935,America/Nuuk
BGGD,heliport,GL,61.228960,-48.096980,America/Nuuk
BGGH,large_airport,GL,64.191066,-51.679140,America/Nuuk
BGGN,heliport,GL,69.251182,-53.514876,America/Nuuk
BGIA,heliport,GL,70.498145,-51.303084,America/Nuuk
BGIG,heliport,GL,68.145830,-53.169160,America/Nuuk
BGIK,heliport,GL,68.140881,-53.441459,America/Nuuk
BGIL,heliport,GL,69.080915,-51.114315,America/Nuuk
BGIN,heliport,GL,73.199895,-56.010817,America/Nuuk
BGIS,heliport,GL,65.547792,-38.976552,America/Nuuk
BGIT,heliport,GL,68.634253,-51.832262,America/Nuuk
BGJH,closed,GL,60.715684,-46.029919,America/Nuuk
BGJN,medium_airport,GL,69.243202,-51.057098,America/Nuuk
BGKA,heliport,GL,68.312657,-53.460208,America/Nuuk
BGKK,medium_airport,GL,65.573601,-37.123600,America/Nuuk
BGKL,heliport,GL,72.152743,-55.530986,America/Nuuk
BGKM,heliport,GL,65.863935,-36.997919,America/Nuuk
BGKS,heliport,GL,72.381092,-55.536586,America/Nuuk
BGKT,heliport,GL,68.857926,-53.123295,America/Nuuk
BGLL,heliport,GL,71.241944,-53.562877,America/Nuuk
BGMQ,small_airport,GL,65.412498,-52.939400,America/Nuuk
BGNK,heliport,GL,68.236381,-52.852148,America/Nuuk
BGNN,heliport,GL,60.141884,-45.232977,America/Nuuk
BGNQ,heliport,GL,71.538769,-53.205038,America/Nuuk
BGNS,heliport,GL,60.917283,-46.059923,America/Nuuk
BGNT,heliport,GL,70.789385,-53.662945,America/Nuuk
BGPT,small_airport,GL,62.014736,-49.670937,America/Nuuk
BGQE,heliport,GL,69.995861,-51.300917,America/Nuuk
BGQQ,medium_airport,GL,77.488602,-69.388702,America/Thule
BGQT,heliport,GL,60.780959,-47.156249,America/Nuuk
BGSC,heliport,GL,70.488229,-21.971680,America/Scoresbysund
BGSF,medium_airport,GL,67.010446,-50.715294,America/Nuuk
BGSG,heliport,GL,65.905920,-36.378254,America/Nuuk
BGSI,heliport,GL,77.786517,-70.638657,America/Thule
BGSO,heliport,GL,60.537778,-46.024722,America/Nuuk
BGSQ,heliport,GL,70.011448,-51.932142,America/Nuuk
BGSS,medium_airport,GL,66.951302,-53.729301,America/Nuuk
BGST,heliport,GL,70.811172,-51.631290,America/Nuuk
BGSV,heliport,GL,76.018613,-65.117683,America/Thule
BGTA,heliport,GL,73.373055,-56.060280,America/Nuuk
BGTL,medium_airport,GL,76.530630,-68.700541,America/Thule
BGTN,heliport,GL,65.892027,-37.783409,America/Nuuk
BGTQ,heliport,GL,60.194305,-44.813447,America/Nuuk
BGUK,small_airport,GL,72.790199,-56.130600,America/Nuuk
BGUM,heliport,GL,70.680428,-52.111630,America/Nuuk
BGUQ,small_airport,GL,70.734200,-52.696201,America/Nuuk
BGUT,heliport,GL,71.049438,-51.890016,America/Nuuk
BIAR,large_airport,IS,65.656573,-18.072018,Atlantic/Reykjavik
BIBD,medium_airport,IS,65.641296,-23.546200,Atlantic/Reykjavik
BIEG,medium_airport,IS,65.283302,-14.401400,Atlantic/Reykjavik
BIGR,medium_airport,IS,66.545800,-18.017300,Atlantic/Reykjavik
BIHN,medium_airport,IS,64.295601,-15.227200,Atlantic/Reykjavik
BIHU,medium_airport,IS,65.952301,-17.426001,Atlantic/Reykjavik
BIIS,medium_airport,IS,66.058098,-23.135300,Atlantic/Reykjavik
BIKF,large_airport,IS,63.985001,-22.605600,Atlantic/Reykjavik
BIRK,medium_airport,IS,64.128732,-21.937590,Atlantic/Reykjavik
BIRL,medium_airport,IS,65.655800,-16.918100,Atlantic/Reykjavik
BISI,medium_airport,IS,66.137847,-18.908157,Atlantic/Reykjavik
BITN,small_airport,IS,66.218459,-15.334739,Atlantic/Reykjavik
BIVM,medium_airport,IS,63.424301,-20.278900,Atlantic/Reykjavik
BIVO,medium_airport,IS,65.720596,-14.850600,Atlantic/Reykjavik
BJT,seaplane_base,LK,6.431000,79.996000,Asia/Colombo
BKPR,large_airport,XK,42.572800,21.035801,Europe/Belgrade
BR-0263,small_airport,BR,-6.882700,-38.615830,America/Fortaleza
BR-0318,heliport,BR,-25.274270,-54.067369,America/Sao_Paulo
BR-0352,heliport,BR,-22.738425,-45.540062,America/Sao_Paulo
BR-0467,heliport,BR,-27.614324,-48.528333,America/Sao_Paulo
BR-0569,medium_airport,BR,-14.907885,-40.914804,America/Bahia
BR-0925,small_airport,BR,-13.240032,-39.759292,America/Bahia
BR-2182,medium_airport,BR,-4.947270,-38.008202,America/Fortaleza
BR-3221,heliport,BR,-20.207646,-40.234916,America/Sao_Paulo
BS-NSB,seaplane_base,BS,25.767000,-79.250000,America/Nassau
BTZ,medium_airport,TH,5.790000,101.150000,Asia/Bangkok
BY-0001,medium_airport,BY,54.439999,30.296700,Europe/Minsk
BY-0006,medium_airport,BY,52.556999,24.884001,Europe/Minsk
BZ-BGK,small_airport,BZ,16.519369,-88.407913,America/Belize
BZ-CUK,medium_airport,BZ,17.735015,-88.032862,America/Belize
BZ-CYC,medium_airport,BZ,17.683792,-88.044985,America/Belize
BZ-CZH,medium_airport,BZ,18.382200,-88.411903,America/Belize
BZ-DGA,medium_airport,BZ,16.982510,-88.230988,America/Belize
BZ-INB,small_airport,BZ,16.534560,-88.441615,America/Belize
BZ-ORZ,small_airport,BZ,18.046767,-88.583858,America/Belize
BZ-PND,small_airport,BZ,16.102400,-88.808296,America/Belize
BZ-SJX,medium_airport,BZ,18.356100,-88.130798,America/Belize
BZ-SPR,medium_airport,BZ,17.913900,-87.971100,America/Belize
BZ-TZA,medium_airport,BZ,17.517239,-88.195775,America/Belize
BZB,medium_airport,MZ,-21.541100,35.472900,Africa/Maputo
CA-0732,seaplane_base,CA,49.490620,-123.752120,America/Vancouver
CA-0923,seaplane_base,CA,48.892250,-123.392150,America/Vancouver
CAA7,seaplane_base,CA,50.766701,-126.483002,America/Vancouver
CAB3,seaplane_base,CA,48.750000,-123.233002,America/Vancouver
CAB4,seaplane_base,CA,49.155000,-125.910000,America/Vancouver
CAC8,seaplane_base,CA,49.169813,-123.933845,America/Vancouver
CAD4,small_airport,CA,49.055599,-117.609001,America/Vancouver
CAE3,seaplane_base,CA,50.049999,-125.250000,America/Vancouver
CAE5,seaplane_base,CA,50.143600,-122.948997,America/Vancouver
CAE9,seaplane_base,CA,48.835967,-125.137453,America/Vancouver
CAF6,seaplane_base,CA,50.392300,-125.137200,America/Vancouver
CAJ4,medium_airport,CA,52.451501,-125.303776,America/Vancouver
CAJ8,seaplane_base,CA,49.209215,-122.709646,America/Vancouver
CAJ9,small_airport,CA,57.427857,-125.648189,America/Vancouver
CAM9,seaplane_base,CA,49.177047,-123.168154,America/Vancouver
CAN3,seaplane_base,CA,48.950003,-125.550005,America/Vancouver
CAP5,seaplane_base,CA,48.653892,-123.450451,America/Vancouver
CAP8,seaplane_base,CA,48.812000,-123.321000,America/Vancouver
CAQ8,seaplane_base,CA,49.887335,-124.533720,America/Vancouver
CAT4,medium_airport,CA,49.337456,-124.393086,America/Vancouver
CAT5,small_airport,CA,50.573480,-127.027702,America/Vancouver
CAV5,seaplane_base,CA,50.885359,-126.831069,America/Vancouver
CAW7,seaplane_base,CA,48.852241,-123.301982,America/Vancouver
CAX3,seaplane_base,CA,49.483000,-123.757700,America/Vancouver
CAX6,seaplane_base,CA,48.854500,-123.496900,America/Vancouver
CAX7,seaplane_base,CA,50.608299,-126.306038,America/Vancouver
CAZ5,medium_airport,CA,50.775258,-121.321314,America/Vancouver
CBA9,small_airport,CA,56.271002,-124.063282,America/Vancouver
CBBC,medium_airport,CA,52.185001,-128.156994,America/Vancouver
CBC7,heliport,CA,49.286892,-123.106112,America/Vancouver
CBF7,heliport,CA,48.418098,-123.388000,America/Vancouver
CBN9,small_airport,CA,56.906101,-124.964996,America/Vancouver
CCA6,small_airport,CA,52.567377,-55.784883,America/St_Johns
CCD4,small_airport,CA,54.910500,-59.785070,America/Goose_Bay
CCE4,small_airport,CA,53.469836,-55.787501,America/St_Johns
CCH4,small_airport,CA,52.765774,-56.112370,America/St_Johns
CCK4,small_airport,CA,52.372799,-55.673901,America/St_Johns
CCP4,small_airport,CA,52.528099,-56.286098,America/St_Johns
CCR6,heliport,CA,50.041349,-125.268570,America/Vancouver
CCX6,seaplane_base,CA,49.670601,-124.932999,America/Vancouver
CCZ2,small_airport,CA,54.179699,-58.457500,America/Goose_Bay
CDH5,heliport,CA,49.160814,-123.923217,America/Vancouver
CEM3,small_airport,CA,63.131699,-117.246002,America/Edmonton
CGA,seaplane_base,US,55.478802,-133.147995,America/Sitka
CJB6,small_airport,CA,54.780469,-93.718228,America/Winnipeg
CJV7,small_airport,CA,52.708599,-88.541901,America/Toronto
CJX,small_airport,US,61.870315,-158.137636,America/Anchorage
CKB6,small_airport,CA,53.849201,-89.579399,America/Winnipeg
CKD9,small_airport,CA,51.130001,-91.665604,America/Winnipeg
CKL3,small_airport,CA,52.893902,-89.289200,America/Winnipeg
CKQ3,small_airport,CA,52.490002,-92.971100,America/Winnipeg
CKX,small_airport,US,64.066495,-141.951342,America/Anchorage
CN-0003,medium_airport,CN,39.669998,121.765999,Asia/Shanghai
CN-0004,medium_airport,CN,39.450901,122.017998,Asia/Shanghai
CN-0006,medium_airport,CN,40.149166,116.321388,Asia/Shanghai
CN-0007,medium_airport,CN,39.811111,116.708336,Asia/Shanghai
CN-0013,medium_airport,CN,41.260799,116.617996,Asia/Shanghai
CN-0014,medium_airport,CN,40.737015,111.229749,Asia/Shanghai
CN-0015,medium_airport,CN,39.717499,113.142998,Asia/Shanghai
CN-0016,medium_airport,CN,39.757801,116.125999,Asia/Shanghai
CN-0018,medium_airport,CN,38.781101,117.068001,Asia/Shanghai
CN-0020,medium_airport,CN,37.407799,111.966003,Asia/Shanghai
CN-0021,medium_airport,CN,39.373299,117.095001,Asia/Shanghai
CN-0022,medium_airport,CN,40.503101,116.108002,Asia/Shanghai
CN-0025,medium_airport,CN,40.102501,117.887001,Asia/Shanghai
CN-0026,medium_airport,CN,30.705299,103.949997,Asia/Shanghai
CN-0030,medium_airport,CN,29.495300,106.359001,Asia/Shanghai
CN-0041,medium_airport,CN,24.988192,103.642833,Asia/Shanghai
CN-0043,medium_airport,CN,23.395300,103.334000,Asia/Shanghai
CN-0045,medium_airport,CN,30.490990,103.466139,Asia/Shanghai
CN-0048,medium_airport,CN,23.715599,103.827003,Asia/Shanghai
CN-0049,medium_airport,CN,25.445299,100.735001,Asia/Shanghai
CN-0053,medium_airport,CN,22.120481,107.125046,Asia/Shanghai
CN-0055,medium_airport,CN,28.068522,112.957306,Asia/Shanghai
CN-0056,medium_airport,CN,30.798599,111.809998,Asia/Shanghai
CN-0057,medium_airport,CN,18.692200,109.161003,Asia/Shanghai
CN-0062,medium_airport,CN,31.738420,106.644872,Asia/Shanghai
CN-0063,medium_airport,CN,23.330799,110.009003,Asia/Shanghai
CN-0069,medium_airport,CN,19.697201,109.725998,Asia/Shanghai
CN-0071,medium_airport,CN,26.587200,112.891998,Asia/Shanghai
CN-0072,medium_airport,CN,18.494400,109.987999,Asia/Shanghai
CN-0074,medium_airport,CN,34.449507,115.459261,Asia/Shanghai
CN-0076,medium_airport,CN,34.861250,113.729631,Asia/Shanghai
CN-0079,medium_airport,CN,24.978600,113.420998,Asia/Shanghai
CN-0080,medium_airport,CN,21.395800,110.199997,Asia/Shanghai
CN-0081,medium_airport,CN,26.856899,114.737000,Asia/Shanghai
CN-0083,medium_airport,CN,36.000428,117.625833,Asia/Shanghai
CN-0085,medium_airport,CN,30.953590,113.911774,Asia/Shanghai
CN-0090,medium_airport,CN,38.403025,116.930924,Asia/Shanghai
CN-0092,medium_airport,CN,36.331163,120.025538,Asia/Shanghai
CN-0094,medium_airport,CN,37.491153,116.116726,Asia/Shanghai
CN-0095,medium_airport,CN,34.753899,114.338997,Asia/Shanghai
CN-0096,medium_airport,CN,36.963600,120.591003,Asia/Shanghai
CN-0097,medium_airport,CN,33.685434,112.890530,Asia/Shanghai
CN-0106,medium_airport,CN,34.229285,117.245665,Asia/Shanghai
CN-0111,medium_airport,CN,36.027468,119.437780,Asia/Shanghai
CN-0114,medium_airport,CN,34.531250,107.470679,Asia/Shanghai
CN-0117,medium_airport,CN,36.336700,100.480003,Asia/Shanghai
CN-0121,medium_airport,CN,40.499790,120.659295,Asia/Shanghai
CN-0122,heliport,CN,26.123997,119.113890,Asia/Shanghai
CN-0123,medium_airport,CN,35.917801,104.218002,Asia/Shanghai
CN-0125,medium_airport,CN,35.308300,103.835999,Asia/Shanghai
CN-0127,medium_airport,CN,39.554699,98.884201,Asia/Shanghai
CN-0132,medium_airport,CN,43.466593,87.531177,Asia/Urumqi
CN-0133,medium_airport,CN,42.180621,87.186784,Asia/Urumqi
CN-0134,medium_airport,CN,34.275907,108.265800,Asia/Shanghai
CN-0135,medium_airport,CN,43.951175,87.079232,Asia/Urumqi
CN-0136,medium_airport,CN,37.988300,102.567001,Asia/Shanghai
CN-0137,medium_airport,CN,34.153059,108.599739,Asia/Shanghai
CN-0138,medium_airport,CN,25.548300,114.619003,Asia/Shanghai
CN-0139,medium_airport,CN,43.077202,92.808098,Asia/Urumqi
CN-0140,medium_airport,CN,34.642248,109.241867,Asia/Shanghai
CN-0146,medium_airport,CN,30.287581,122.144401,Asia/Shanghai
CN-0147,medium_airport,CN,31.909401,117.658997,Asia/Shanghai
CN-0149,medium_airport,CN,26.003857,119.312832,Asia/Shanghai
CN-0152,medium_airport,CN,25.026100,118.806999,Asia/Shanghai
CN-0153,medium_airport,CN,30.335300,120.240997,Asia/Shanghai
CN-0154,medium_airport,CN,30.698056,120.663056,Asia/Shanghai
CN-0158,medium_airport,CN,25.572800,119.459999,Asia/Shanghai
CN-0163,medium_airport,CN,28.421205,115.923375,Asia/Shanghai
CN-0165,medium_airport,CN,29.922800,121.573997,Asia/Shanghai
CN-0169,medium_airport,CN,31.324438,121.409508,Asia/Shanghai
CN-0178,medium_airport,CN,30.255210,114.062805,Asia/Shanghai
CN-0182,medium_airport,CN,28.023283,115.549649,Asia/Shanghai
CN-0185,medium_airport,CN,43.906591,125.197005,Asia/Shanghai
CN-0188,medium_airport,CN,39.482845,116.372295,Asia/Shanghai
CN-0190,medium_airport,CN,40.401402,99.789398,Asia/Shanghai
CN-0191,medium_airport,CN,42.078899,121.662003,Asia/Shanghai
CN-0192,medium_airport,CN,43.526293,124.784660,Asia/Shanghai
CN-0197,medium_airport,CN,42.525934,123.984683,Asia/Shanghai
CN-0198,medium_airport,CN,45.259457,126.893536,Asia/Shanghai
CN-0201,medium_airport,CN,40.900409,118.677878,Asia/Shanghai
CN-0204,medium_airport,CN,41.870800,123.439003,Asia/Shanghai
CN-0206,medium_airport,CN,41.822498,123.299004,Asia/Shanghai
CN-0208,medium_airport,CN,43.156898,124.292000,Asia/Shanghai
CN-0209,medium_airport,CN,40.298992,120.361520,Asia/Shanghai
CN-0210,medium_airport,CN,38.912201,121.238998,Asia/Shanghai
CN-0236,medium_airport,CN,28.604567,86.798000,Asia/Shanghai
CN-0237,medium_airport,CN,37.661333,75.288877,Asia/Urumqi
CN-0249,medium_airport,CN,29.438627,103.749218,Asia/Shanghai
CN-0253,medium_airport,CN,29.360905,119.180829,Asia/Shanghai
CN-0290,medium_airport,CN,18.287540,109.463720,Asia/Shanghai
CN-0316,medium_airport,CN,31.215334,120.789328,Asia/Shanghai
CN-0321,medium_airport,CN,30.797725,119.590287,Asia/Shanghai
CN-0331,medium_airport,CN,26.998380,107.759041,Asia/Shanghai
CN-0344,medium_airport,CN,30.673944,114.630890,Asia/Shanghai
CN-0345,medium_airport,CN,30.087612,114.313660,Asia/Shanghai
CN-0354,medium_airport,CN,30.397898,81.133170,Asia/Shanghai
CN-0359,small_airport,CN,43.088477,81.223013,Asia/Urumqi
CN-0396,medium_airport,CN,27.223500,111.674100,Asia/Shanghai
CN-0401,medium_airport,CN,27.987589,112.604971,Asia/Shanghai
CN-0415,small_airport,CN,42.976395,83.995543,Asia/Urumqi
CN-0417,small_airport,CN,44.166086,89.550140,Asia/Urumqi
CN-0418,medium_airport,CN,40.480965,111.575174,Asia/Shanghai
CN-0421,medium_airport,CN,27.205843,103.691511,Asia/Shanghai
CN-0446,closed,CN,35.292778,116.346667,Asia/Shanghai
CN-0476,medium_airport,CN,33.166292,117.058344,Asia/Shanghai
CN-0481,medium_airport,CN,39.958592,116.256765,Asia/Shanghai
CN-0501,medium_airport,CN,35.329133,110.382900,Asia/Shanghai
CN-JNZ,medium_airport,CN,39.289671,121.762195,Asia/Shanghai
CNC3,medium_airport,CA,43.760300,-79.875000,America/Toronto
CNE3,small_airport,CA,53.965599,-91.027199,America/Winnipeg
CNH2,small_airport,CA,55.913898,-61.184399,America/Goose_Bay
CNM5,small_airport,CA,53.012501,-89.855301,America/Winnipeg
CO-LCR,small_airport,CO,-1.456361,-72.801086,America/Bogota
CPV8,small_airport,CA,52.991100,-92.836403,America/Winnipeg
CPW9,seaplane_base,CA,49.231899,-124.815002,America/Vancouver
CRHA,small_airport,CA,53.822569,-126.172957,America/Vancouver
CSU2,small_airport,CA,53.805599,-78.916901,America/Toronto
CTB6,small_airport,CA,50.674400,-59.383598,America/Blanc-Sablon
CTT5,small_airport,CA,50.259553,-60.674357,America/Blanc-Sablon
CTU5,small_airport,CA,50.830799,-58.975601,America/Blanc-Sablon
CU-0115,medium_airport,CU,20.786418,-76.318513,America/Havana
CYAB,small_airport,CA,73.006101,-85.046160,America/Rankin_Inlet
CYAC,small_airport,CA,51.727200,-91.824402,America/Winnipeg
CYAG,medium_airport,CA,48.655749,-93.443490,America/Winnipeg
CYAH,medium_airport,CA,53.754700,-73.675301,America/Toronto
CYAL,small_airport,CA,50.582199,-126.916000,America/Vancouver
CYAM,medium_airport,CA,46.483216,-84.508467,America/Toronto
CYAQ,medium_airport,CA,53.524700,-88.642799,America/Winnipeg
CYAS,small_airport,CA,60.027199,-69.999199,America/Toronto
CYAT,small_airport,CA,52.927502,-82.431900,America/Toronto
CYAV,medium_airport,CA,50.056400,-97.032501,America/Winnipeg
CYAX,medium_airport,CA,50.294399,-96.010002,America/Winnipeg
CYAY,medium_airport,CA,51.391909,-56.083210,America/St_Johns
CYAZ,medium_airport,CA,49.079833,-125.775583,America/Vancouver
CYBB,small_airport,CA,68.535711,-89.805508,America/Cambridge_Bay
CYBC,medium_airport,CA,49.132500,-68.204399,America/Toronto
CYBD,medium_airport,CA,52.387501,-126.596001,America/Vancouver
CYBE,small_airport,CA,59.561401,-108.481003,America/Regina
CYBF,medium_airport,CA,54.304199,-110.744003,America/Edmonton
CYBG,medium_airport,CA,48.330123,-70.992012,America/Toronto
CYBK,medium_airport,CA,64.298897,-96.077797,America/Rankin_Inlet
CYBL,medium_airport,CA,49.950802,-125.271004,America/Vancouver
