ident,type,iso_country,lat,lon,tz
LPPD,large_airport,PT,37.741199,-25.697901,Atlantic/Azores
LPPI,medium_airport,PT,38.554298,-28.441299,Atlantic/Azores
LPPM,medium_airport,PT,37.149300,-8.583960,Europe/Lisbon
LPPR,large_airport,PT,41.248100,-8.681390,Europe/Lisbon
LPPS,medium_airport,PT,33.073399,-16.350000,Atlantic/Madeira
LPPT,large_airport,PT,38.781300,-9.135920,Europe/Lisbon
LPSJ,medium_airport,PT,38.665501,-28.175800,Atlantic/Azores
LPSO,medium_airport,PT,39.211545,-8.057787,Europe/Lisbon
LPST,medium_airport,PT,38.831100,-9.339550,Europe/Lisbon
LPTN,medium_airport,PT,39.475101,-8.364580,Europe/Lisbon
LPVL,medium_airport,PT,41.277290,-8.516209,Europe/Lisbon
LPVR,medium_airport,PT,41.274300,-7.720470,Europe/Lisbon
LPVZ,medium_airport,PT,40.725498,-7.888990,Europe/Lisbon
LQBK,large_airport,BA,44.941399,17.297501,Europe/Sarajevo
LQMO,large_airport,BA,43.282489,17.846101,Europe/Sarajevo
LQSA,large_airport,BA,43.824600,18.331499,Europe/Sarajevo
LQTZ,large_airport,BA,44.459858,18.723627,Europe/Sarajevo
LR80,medium_airport,RO,44.392300,27.726700,Europe/Bucharest
LR82,medium_airport,RO,45.216400,26.978600,Europe/Bucharest
LRAR,medium_airport,RO,46.176136,21.264322,Europe/Bucharest
LRBC,large_airport,RO,46.521900,26.910299,Europe/Bucharest
LRBM,medium_airport,RO,47.658444,23.464445,Europe/Bucharest
LRBS,large_airport,RO,44.503133,26.102944,Europe/Bucharest
LRBV,large_airport,RO,45.705580,25.522871,Europe/Bucharest
LRCK,large_airport,RO,44.362202,28.488300,Europe/Bucharest
LRCL,large_airport,RO,46.786042,23.685733,Europe/Bucharest
LRCS,medium_airport,RO,45.420142,22.252507,Europe/Bucharest
LRCT,medium_airport,RO,46.502300,23.885900,Europe/Bucharest
LRCV,large_airport,RO,44.318100,23.888599,Europe/Bucharest
LRIA,large_airport,RO,47.179633,27.621431,Europe/Bucharest
LROD,large_airport,RO,47.025299,21.902500,Europe/Bucharest
LROP,large_airport,RO,44.571792,26.103285,Europe/Bucharest
LRSB,large_airport,RO,45.785841,24.086666,Europe/Bucharest
LRSM,medium_airport,RO,47.703300,22.885700,Europe/Bucharest
LRSV,large_airport,RO,47.687500,26.354099,Europe/Bucharest
LRTC,medium_airport,RO,45.062500,28.714300,Europe/Bucharest
LRTM,medium_airport,RO,46.467701,24.412500,Europe/Bucharest
LRTR,large_airport,RO,45.809898,21.337900,Europe/Bucharest
LSGC,medium_airport,CH,47.083900,6.792840,Europe/Zurich
LSGG,large_airport,CH,46.238098,6.108950,Europe/Zurich
LSGS,medium_airport,CH,46.219166,7.326944,Europe/Zurich
LSMA,medium_airport,CH,46.943901,8.284170,Europe/Zurich
LSMD,medium_airport,CH,47.398602,8.648230,Europe/Zurich
LSME,medium_airport,CH,47.092444,8.305184,Europe/Zurich
LSMP,medium_airport,CH,46.843200,6.915060,Europe/Zurich
LSZA,medium_airport,CH,46.004299,8.910580,Europe/Zurich
LSZB,medium_airport,CH,46.912736,7.498819,Europe/Zurich
LSZG,medium_airport,CH,47.181599,7.417190,Europe/Zurich
LSZH,large_airport,CH,47.458056,8.548056,Europe/Zurich
LSZR,medium_airport,CH,47.485001,9.560770,Europe/Zurich
LSZS,medium_airport,CH,46.534100,9.884110,Europe/Zurich
LTAC,large_airport,TR,40.128101,32.995098,Europe/Istanbul
LTAD,medium_airport,TR,39.949799,32.688599,Europe/Istanbul
LTAE,medium_airport,TR,40.078899,32.565601,Europe/Istanbul
LTAF,large_airport,TR,36.982201,35.280399,Europe/Istanbul
LTAG,medium_airport,TR,37.002102,35.425900,Europe/Istanbul
LTAH,medium_airport,TR,38.726398,30.601101,Europe/Istanbul
LTAI,large_airport,TR,36.898701,30.800501,Europe/Istanbul
LTAJ,large_airport,TR,36.947201,37.478699,Europe/Istanbul
LTAL,medium_airport,TR,41.314201,33.795799,Europe/Istanbul
LTAN,large_airport,TR,37.979000,32.561901,Europe/Istanbul
LTAO,small_airport,TR,38.353699,38.253899,Europe/Istanbul
LTAP,small_airport,TR,40.829399,35.521999,Europe/Istanbul
LTAR,small_airport,TR,39.813801,36.903500,Europe/Istanbul
LTAS,medium_airport,TR,41.506401,32.088600,Europe/Istanbul
LTAT,medium_airport,TR,38.435299,38.091000,Europe/Istanbul
LTAU,large_airport,TR,38.770401,35.495399,Europe/Istanbul
LTAV,medium_airport,TR,39.451500,31.365299,Europe/Istanbul
LTAW,medium_airport,TR,40.324720,36.390560,Europe/Istanbul
LTAY,medium_airport,TR,37.785599,29.701300,Europe/Istanbul
LTAZ,large_airport,TR,38.771900,34.534500,Europe/Istanbul
LTBA,large_airport,TR,40.971913,28.823714,Europe/Istanbul
LTBF,medium_airport,TR,39.619301,27.926001,Europe/Istanbul
LTBG,medium_airport,TR,40.318001,27.977699,Europe/Istanbul
LTBH,medium_airport,TR,40.137699,26.426800,Europe/Istanbul
LTBI,medium_airport,TR,39.784100,30.582100,Europe/Istanbul
LTBJ,large_airport,TR,38.292400,27.157000,Europe/Istanbul
LTBL,medium_airport,TR,38.513000,27.010099,Europe/Istanbul
LTBN,medium_airport,TR,39.426701,30.016899,Europe/Istanbul
LTBO,medium_airport,TR,38.681499,29.471701,Europe/Istanbul
LTBQ,medium_airport,TR,40.735001,30.083300,Europe/Istanbul
LTBR,medium_airport,TR,40.255199,29.562599,Europe/Istanbul
LTBS,large_airport,TR,36.713100,28.792500,Europe/Istanbul
LTBT,medium_airport,TR,38.808899,27.833900,Europe/Istanbul
LTBU,medium_airport,TR,41.138199,27.919100,Europe/Istanbul
LTBX,medium_airport,TR,40.993000,29.216499,Europe/Istanbul
LTBY,large_airport,TR,39.811644,30.519268,Europe/Istanbul
LTBZ,small_airport,TR,39.111107,30.130405,Europe/Istanbul
LTCA,medium_airport,TR,38.597974,39.283480,Europe/Istanbul
LTCB,medium_airport,TR,40.966872,38.085995,Europe/Istanbul
LTCC,medium_airport,TR,37.893902,40.201000,Europe/Istanbul
LTCD,medium_airport,TR,39.710201,39.527000,Europe/Istanbul
LTCE,medium_airport,TR,39.956501,41.170200,Europe/Istanbul
LTCF,medium_airport,TR,40.562199,43.115002,Europe/Istanbul
LTCG,medium_airport,TR,40.995098,39.789700,Europe/Istanbul
LTCI,medium_airport,TR,38.468201,43.332298,Europe/Istanbul
LTCJ,medium_airport,TR,37.929001,41.116600,Europe/Istanbul
LTCK,medium_airport,TR,38.747799,41.661201,Europe/Istanbul
LTCL,medium_airport,TR,37.978901,41.840401,Europe/Istanbul
LTCM,medium_airport,TR,42.018313,35.071774,Europe/Istanbul
LTCN,medium_airport,TR,37.538826,36.953522,Europe/Istanbul
LTCO,medium_airport,TR,39.655642,43.025742,Europe/Istanbul
LTCP,medium_airport,TR,37.731400,38.468899,Europe/Istanbul
LTCR,medium_airport,TR,37.223301,40.631699,Europe/Istanbul
LTCS,large_airport,TR,37.445663,38.895592,Europe/Istanbul
LTCT,medium_airport,TR,39.976627,43.876648,Europe/Istanbul
LTCU,small_airport,TR,38.860131,40.594489,Europe/Istanbul
LTCV,medium_airport,TR,37.364700,42.058200,Europe/Istanbul
LTCW,medium_airport,TR,37.549700,44.238100,Europe/Istanbul
LTDA,medium_airport,TR,36.360790,36.285589,Europe/Istanbul
LTDB,large_airport,TR,36.891478,35.071235,Europe/Istanbul
LTFC,medium_airport,TR,37.855400,30.368401,Europe/Istanbul
LTFD,large_airport,TR,39.552533,27.010192,Europe/Istanbul
LTFE,large_airport,TR,37.249314,27.664010,Europe/Istanbul
LTFG,medium_airport,TR,36.298832,32.297017,Europe/Istanbul
LTFH,medium_airport,TR,41.253988,36.567546,Europe/Istanbul
LTFJ,large_airport,TR,40.898602,29.309200,Europe/Istanbul
LTFM,large_airport,TR,41.274874,28.732136,Europe/Istanbul
LTFO,large_airport,TR,41.179766,40.848802,Europe/Istanbul
LUBL,medium_airport,MD,47.837666,27.781108,Europe/Chisinau
LUBM,medium_airport,MD,47.862701,28.212799,Europe/Chisinau
LUCH,medium_airport,MD,45.843800,28.263700,Europe/Chisinau
LUKK,large_airport,MD,46.927740,28.931704,Europe/Chisinau
LUTR,medium_airport,MD,46.868099,29.590599,Europe/Chisinau
LWOH,large_airport,MK,41.180000,20.742300,Europe/Skopje
LWSK,large_airport,MK,41.958087,21.622581,Europe/Skopje
LXGB,large_airport,GI,36.151679,-5.349780,Europe/Gibraltar
LY-BCQ,medium_airport,LY,27.653000,14.272000,Africa/Tripoli
LYBE,large_airport,RS,44.818401,20.309099,Europe/Belgrade
LYBT,medium_airport,RS,44.935299,20.257500,Europe/Belgrade
LYKV,medium_airport,RS,43.817519,20.586662,Europe/Belgrade
LYNI,large_airport,RS,43.336538,21.856242,Europe/Belgrade
LYPG,large_airport,ME,42.359402,19.251900,Europe/Podgorica
LYTV,medium_airport,ME,42.404701,18.723301,Europe/Podgorica
LYUZ,medium_airport,RS,43.898899,19.697701,Europe/Belgrade
LZG,medium_airport,CN,31.501910,106.034417,Asia/Shanghai
LZIB,large_airport,SK,48.170200,17.212700,Europe/Bratislava
LZKZ,medium_airport,SK,48.663101,21.241100,Europe/Bratislava
LZMC,medium_airport,SK,48.402000,17.118401,Europe/Bratislava
LZPP,medium_airport,SK,48.625198,17.828400,Europe/Bratislava
LZSL,medium_airport,SK,48.637798,19.134100,Europe/Bratislava
LZTT,medium_airport,SK,49.070994,20.241394,Europe/Bratislava
LZZI,medium_airport,SK,49.233292,18.613386,Europe/Bratislava
MA-0003,medium_airport,EH,27.726982,-9.237865,Africa/Casablanca
MBGT,medium_airport,TC,21.444500,-71.142303,America/Grand_Turk
MBNC,medium_airport,TC,21.916094,-71.942954,America/Grand_Turk
MBPV,large_airport,TC,21.773697,-72.268321,America/Grand_Turk
MBSC,medium_airport,TC,21.515699,-71.528503,America/Grand_Turk
MBSY,small_airport,TC,21.333000,-71.199997,America/Grand_Turk
MDBH,medium_airport,DO,18.251499,-71.120399,America/Santo_Domingo
MDCR,medium_airport,DO,17.929001,-71.644798,America/Santo_Domingo
MDCY,medium_airport,DO,19.269259,-69.737405,America/Santo_Domingo
MDJB,medium_airport,DO,18.572500,-69.985603,America/Santo_Domingo
MDLR,large_airport,DO,18.452222,-68.911111,America/Santo_Domingo
MDPC,large_airport,DO,18.567093,-68.364558,America/Santo_Domingo
MDPP,medium_airport,DO,19.757900,-70.570000,America/Santo_Domingo
MDSD,large_airport,DO,18.429701,-69.668900,America/Santo_Domingo
MDSI,medium_airport,DO,18.503700,-69.761703,America/Santo_Domingo
MDST,large_airport,DO,19.404060,-70.604431,America/Santo_Domingo
MGCB,medium_airport,GT,15.469000,-90.406700,America/Guatemala
MGGT,large_airport,GT,14.582896,-90.527515,America/Guatemala
MGHT,small_airport,GT,15.316667,-91.505556,America/Guatemala
MGPB,medium_airport,GT,15.730900,-88.583801,America/Guatemala
MGQZ,small_airport,GT,14.865600,-91.501999,America/Guatemala
MGRB,medium_airport,GT,15.992000,-90.445297,America/Guatemala
MGRT,medium_airport,GT,14.521431,-91.697001,America/Guatemala
MGSJ,medium_airport,GT,13.936200,-90.835800,America/Guatemala
MGTK,medium_airport,GT,16.913707,-89.866143,America/Guatemala
MH-0004,small_airport,MH,8.928060,165.761993,Pacific/Majuro
MH-AUL,small_airport,MH,8.145280,171.173004,Pacific/Majuro
MH-JEJ,small_airport,MH,7.565350,168.962006,Pacific/Majuro
MH-LIK,small_airport,MH,9.823160,169.307999,Pacific/Majuro
MH-MJE,small_airport,MH,8.163362,168.173862,Pacific/Majuro
MH-RNP,small_airport,MH,11.157200,166.886993,Pacific/Majuro
MH-UIT,small_airport,MH,5.909213,169.637256,Pacific/Majuro
MH-WTE,small_airport,MH,9.458333,170.238611,Pacific/Majuro
MH-WTO,small_airport,MH,10.173300,166.003006,Pacific/Majuro
MHLC,medium_airport,HN,15.742500,-86.852997,America/Tegucigalpa
MHLM,large_airport,HN,15.452600,-87.923599,America/Tegucigalpa
MHNJ,medium_airport,HN,16.445400,-85.906601,America/Tegucigalpa
MHPL,small_airport,HN,15.262200,-83.781197,America/Tegucigalpa
MHRO,large_airport,HN,16.316799,-86.523003,America/Tegucigalpa
MHSC,large_airport,HN,14.382400,-87.621201,America/Tegucigalpa
MHTE,medium_airport,HN,15.775900,-87.475800,America/Tegucigalpa
MHTG,medium_airport,HN,14.060900,-87.217201,America/Tegucigalpa
MHTJ,medium_airport,HN,15.926599,-85.938573,America/Tegucigalpa
MHUT,small_airport,HN,16.113100,-86.880302,America/Tegucigalpa
MKBS,medium_airport,JM,18.404079,-76.969754,America/Jamaica
MKJP,large_airport,JM,17.935699,-76.787498,America/Jamaica
MKJS,large_airport,JM,18.503420,-77.913230,America/Jamaica
MKKJ,medium_airport,JM,18.198799,-76.534500,America/Jamaica
MKTP,medium_airport,JM,17.988600,-76.823799,America/Jamaica
MLIP,small_airport,MH,6.084754,171.731419,Pacific/Majuro
MM10,small_airport,MX,28.039031,-115.189419,America/Tijuana
MM52,small_airport,MX,25.652201,-108.538002,America/Mazatlan
MMAA,large_airport,MX,16.757126,-99.753113,America/Mexico_City
MMAN,medium_airport,MX,25.865601,-100.237000,America/Monterrey
MMAS,large_airport,MX,21.699589,-102.318372,America/Mexico_City
MMBT,large_airport,MX,15.775437,-96.260456,America/Mexico_City
MMCB,medium_airport,MX,18.833922,-99.261818,America/Mexico_City
MMCC,medium_airport,MX,29.333662,-101.100555,America/Matamoros
MMCE,medium_airport,MX,18.651516,-91.799355,America/Merida
MMCL,large_airport,MX,24.765040,-107.475228,America/Mazatlan
MMCM,medium_airport,MX,18.504985,-88.328018,America/Cancun
MMCN,medium_airport,MX,27.392599,-109.833000,America/Hermosillo
MMCP,medium_airport,MX,19.815969,-90.500125,America/Merida
MMCS,large_airport,MX,31.636673,-106.428533,America/Ciudad_Juarez
MMCU,large_airport,MX,28.702649,-105.963764,America/Chihuahua
MMCV,medium_airport,MX,23.703300,-98.956497,America/Monterrey
MMCY,medium_airport,MX,20.545998,-100.886539,America/Mexico_City
MMCZ,large_airport,MX,20.514922,-86.928538,America/Cancun
MMDA,small_airport,MX,25.053801,-111.614998,America/Mazatlan
MMDO,medium_airport,MX,24.125468,-104.527938,America/Monterrey
MMEP,medium_airport,MX,21.419833,-104.842472,America/Mazatlan
MMES,medium_airport,MX,31.794516,-116.602384,America/Tijuana
MMGL,large_airport,MX,20.523342,-103.310108,America/Mexico_City
MMGM,medium_airport,MX,27.969000,-110.925003,America/Hermosillo
MMGR,small_airport,MX,28.026100,-114.024002,America/Tijuana
MMHO,large_airport,MX,29.092811,-111.053015,America/Hermosillo
MMIA,medium_airport,MX,19.277000,-103.577002,America/Mexico_City
MMIO,medium_airport,MX,25.537860,-100.928346,America/Monterrey
MMIT,medium_airport,MX,16.445961,-95.093708,America/Mexico_City
MMJA,medium_airport,MX,19.475107,-96.797008,America/Mexico_City
MMLC,medium_airport,MX,18.001672,-102.220316,America/Mexico_City
MMLM,medium_airport,MX,25.685503,-109.081159,America/Mazatlan
MMLO,large_airport,MX,20.992695,-101.480284,America/Mexico_City
MMLP,medium_airport,MX,24.072331,-110.362662,America/Mazatlan
MMLT,large_airport,MX,25.989549,-111.348408,America/Mazatlan
MMMA,medium_airport,MX,25.769899,-97.525299,America/Matamoros
MMMD,large_airport,MX,20.930485,-89.645462,America/Merida
MMML,medium_airport,MX,32.630629,-115.242805,America/Tijuana
MMMM,large_airport,MX,19.849899,-101.025002,America/Mexico_City
MMMT,medium_airport,MX,18.103399,-94.580704,America/Mexico_City
MMMV,medium_airport,MX,26.955700,-101.470001,America/Monterrey
MMMX,large_airport,MX,19.435822,-99.070330,America/Mexico_City
MMMY,large_airport,MX,25.778521,-100.106989,America/Monterrey
MMMZ,large_airport,MX,23.162823,-106.264517,America/Mazatlan
MMNG,medium_airport,MX,31.225756,-110.976934,America/Hermosillo
MMNL,medium_airport,MX,27.443899,-99.570503,America/Matamoros
MMOX,large_airport,MX,16.998773,-96.726092,America/Mexico_City
MMPA,medium_airport,MX,20.602699,-97.460800,America/Mexico_City
MMPB,large_airport,MX,19.158465,-98.371582,America/Mexico_City
MMPE,small_airport,MX,31.351987,-113.305177,America/Hermosillo
MMPG,medium_airport,MX,28.627873,-100.535240,America/Matamoros
MMPN,medium_airport,MX,19.396700,-102.039001,America/Mexico_City
MMPR,large_airport,MX,20.679913,-105.254391,America/Mexico_City
MMPS,medium_airport,MX,15.876808,-97.089100,America/Mexico_City
MMQT,large_airport,MX,20.618779,-100.186449,America/Mexico_City
MMRX,medium_airport,MX,26.008900,-98.228500,America/Matamoros
MMSD,large_airport,MX,23.151919,-109.720731,America/Mazatlan
MMSL,medium_airport,MX,22.949072,-109.939479,America/Mazatlan
MMSM,large_airport,MX,19.743824,-99.015070,America/Mexico_City
MMSP,medium_airport,MX,22.262026,-100.935692,America/Mexico_City
MMTB,medium_airport,MX,16.739901,-93.173301,America/Mexico_City
MMTC,medium_airport,MX,25.562265,-103.404608,America/Monterrey
MMTG,medium_airport,MX,16.561611,-93.025731,America/Mexico_City
MMTJ,large_airport,MX,32.541043,-116.969976,America/Tijuana
MMTL,large_airport,MX,20.172098,-87.660272,America/Cancun
MMTM,medium_airport,MX,22.292622,-97.867058,America/Monterrey
MMTO,large_airport,MX,19.336900,-99.565830,America/Mexico_City
MMTP,medium_airport,MX,14.794549,-92.369871,America/Mexico_City
MMUN,large_airport,MX,21.040817,-86.873470,America/Cancun
MMVA,large_airport,MX,17.994283,-92.818199,America/Mexico_City
MMVR,large_airport,MX,19.139589,-96.188602,America/Mexico_City
MMZC,medium_airport,MX,22.894942,-102.687154,America/Mexico_City
MMZH,large_airport,MX,17.601771,-101.460629,America/Mexico_City
MMZO,medium_airport,MX,19.144800,-104.558998,America/Mexico_City
MN-0005,medium_airport,MN,45.946700,109.123300,Asia/Ulaanbaatar
MNBL,medium_airport,NI,11.991000,-83.774101,America/Managua
MNCI,small_airport,NI,12.174785,-83.059445,America/Managua
MNLP,small_airport,NI,11.523616,-85.702995,America/Managua
MNMG,large_airport,NI,12.141500,-86.168198,America/Managua
MNPC,medium_airport,NI,14.047200,-83.386703,America/Managua
MOH,small_airport,ID,-2.201143,121.662884,Asia/Makassar
MPBO,medium_airport,PA,9.340850,-82.250801,America/Panama
MPCE,medium_airport,PA,7.987840,-80.409837,America/Panama
MPCH,medium_airport,PA,9.458962,-82.515062,America/Panama
MPDA,medium_airport,PA,8.388983,-82.436425,America/Panama
MPEJ,medium_airport,PA,9.356640,-79.867401,America/Panama
MPHO,small_airport,PA,8.914790,-79.599602,America/Panama
MPMG,medium_airport,PA,8.973340,-79.555603,America/Panama
MPPD,small_airport,PA,7.534801,-80.043347,America/Panama
MPSA,medium_airport,PA,8.085600,-80.945297,America/Panama
MPSM,small_airport,PA,8.375880,-80.127899,America/Panama
MPTO,large_airport,PA,9.071360,-79.383499,America/Panama
MRAN,medium_airport,CR,10.469311,-84.579073,America/Costa_Rica
MRAO,medium_airport,CR,10.420000,-83.609500,America/Costa_Rica
MRBA,medium_airport,CR,9.163949,-83.330171,America/Costa_Rica
MRBC,medium_airport,CR,10.768700,-83.585602,America/Costa_Rica
MRCC,medium_airport,CR,8.601560,-82.968754,America/Costa_Rica
MRGF,medium_airport,CR,8.654010,-83.182198,America/Costa_Rica
MRGP,medium_airport,CR,10.217200,-83.796997,America/Costa_Rica
MRLB,large_airport,CR,10.593300,-85.544403,America/Costa_Rica
MRLC,medium_airport,CR,11.035300,-84.706100,America/Costa_Rica
MRLM,medium_airport,CR,9.957960,-83.022003,America/Costa_Rica
MRNS,medium_airport,CR,9.976490,-85.653000,America/Costa_Rica
MROC,large_airport,CR,9.993860,-84.208801,America/Costa_Rica
MRPJ,medium_airport,CR,8.533330,-83.300003,America/Costa_Rica
MRPM,medium_airport,CR,8.951030,-83.468597,America/Costa_Rica
MRPV,medium_airport,CR,9.957050,-84.139801,America/Costa_Rica
MRQP,medium_airport,CR,9.443160,-84.129799,America/Costa_Rica
MRUP,medium_airport,CR,10.892200,-85.016197,America/Costa_Rica
MSLP,large_airport,SV,13.444470,-89.055784,America/El_Salvador
MSSS,medium_airport,SV,13.699500,-89.119904,America/El_Salvador
MTCA,medium_airport,HT,18.271099,-73.788300,America/Port-au-Prince
MTCH,large_airport,HT,19.725547,-72.200710,America/Port-au-Prince
MTJA,medium_airport,HT,18.241100,-72.518501,America/Port-au-Prince
MTJE,medium_airport,HT,18.663099,-74.170303,America/Port-au-Prince
MTPP,large_airport,HT,18.580023,-72.292596,America/Port-au-Prince
MTPX,medium_airport,HT,19.934045,-72.848010,America/Port-au-Prince
MU-0004,medium_airport,MU,-10.372483,56.603537,Indian/Mauritius
MUBA,medium_airport,CU,20.365299,-74.506203,America/Havana
MUBY,medium_airport,CU,20.396400,-76.621399,America/Havana
MUCA,medium_airport,CU,22.027100,-78.789597,America/Havana
MUCC,medium_airport,CU,22.461000,-78.328400,America/Havana
MUCF,medium_airport,CU,22.150000,-80.414200,America/Havana
MUCL,medium_airport,CU,21.616501,-81.545998,America/Havana
MUCM,large_airport,CU,21.419909,-77.848039,America/Havana
MUCU,large_airport,CU,19.974740,-75.835504,America/Havana
MUGM,medium_airport,CU,19.906500,-75.207100,America/New_York
MUGT,medium_airport,CU,20.085300,-75.158302,America/Havana
MUHA,large_airport,CU,22.989201,-82.409103,America/Havana
MUHG,large_airport,CU,20.785148,-76.315526,America/Havana
MUKW,medium_airport,CU,23.124001,-81.301598,America/Havana
MUMO,medium_airport,CU,20.653900,-74.922203,America/Havana
MUMZ,medium_airport,CU,20.288605,-77.087545,America/Havana
MUNB,medium_airport,CU,22.756514,-81.920743,America/Havana
MUNG,medium_airport,CU,21.834700,-82.783798,America/Havana
MUPB,medium_airport,CU,23.032801,-82.579399,America/Havana
MUSC,large_airport,CU,22.492215,-79.943119,America/Havana
MUSJ,medium_airport,CU,22.100525,-84.157376,America/Havana
MUSN,medium_airport,CU,21.642500,-82.955101,America/Havana
MUTD,medium_airport,CU,21.788300,-79.997200,America/Havana
MUVR,large_airport,CU,23.034401,-81.435303,America/Havana
MUVT,medium_airport,CU,20.987600,-76.935799,America/Havana
MV-0012,small_airport,MV,0.192647,73.196755,Indian/Maldives
MWCB,medium_airport,KY,19.687000,-79.882797,America/Cayman
MWCL,medium_airport,KY,19.660161,-80.088826,America/Cayman
MWCR,large_airport,KY,19.292801,-81.357697,America/Cayman
MX-0203,small_airport,MX,24.635300,-101.796550,America/Mexico_City
MX-0424,medium_airport,MX,27.725133,-107.652015,America/Chihuahua
MX-0685,heliport,MX,18.501817,-93.520564,America/Mexico_City
MX-0687,small_airport,MX,19.729351,-103.977854,America/Mexico_City
MX-0779,heliport,MX,19.434329,-99.149613,America/Mexico_City
MX-1167,heliport,MX,19.428128,-99.206280,America/Mexico_City
MX-1745,heliport,MX,20.678111,-103.456194,America/Mexico_City
MX-2020,heliport,MX,19.432307,-99.064917,America/Mexico_City
MX-2118,medium_airport,MX,19.735231,-98.988153,America/Mexico_City
MY-LBP,small_airport,MY,3.202138,115.401811,Asia/Kuching
MYAB,medium_airport,BS,24.287701,-77.684601,America/Nassau
MYAF,medium_airport,BS,24.697901,-77.795601,America/Nassau
MYAK,medium_airport,BS,24.158701,-77.589798,America/Nassau
MYAM,medium_airport,BS,26.510711,-77.084262,America/Nassau
MYAN,medium_airport,BS,25.053801,-78.049004,America/Nassau
MYAP,medium_airport,BS,22.441799,-73.970901,America/Nassau
MYAT,medium_airport,BS,26.745300,-77.391296,America/Nassau
MYBC,medium_airport,BS,25.417101,-77.880898,America/Nassau
MYBG,medium_airport,BS,25.738300,-77.840103,America/Nassau
MYBS,medium_airport,BS,25.699900,-79.264702,America/Nassau
MYCA,medium_airport,BS,24.629400,-75.673797,America/Nassau
MYCB,medium_airport,BS,24.315300,-75.452301,America/Nassau
MYCI,medium_airport,BS,22.745600,-74.182404,America/Nassau
MYEF,medium_airport,BS,23.562599,-75.877998,America/Nassau
MYEH,medium_airport,BS,25.475823,-76.680784,America/Nassau
MYEM,medium_airport,BS,25.284700,-76.331001,America/Nassau
MYEN,medium_airport,BS,24.594299,-76.820198,America/Nassau
MYER,medium_airport,BS,24.891650,-76.177602,America/Nassau
MYES,medium_airport,BS,24.169100,-76.439102,America/Nassau
MYGF,large_airport,BS,26.557996,-78.695583,America/Nassau
MYIG,medium_airport,BS,20.975000,-73.666901,America/Nassau
MYK,small_airport,US,61.335701,-142.686996,America/Anchorage
MYLD,medium_airport,BS,23.179001,-75.093597,America/Nassau
MYLR,medium_airport,BS,23.009934,-74.904851,America/Nassau
MYLS,medium_airport,BS,23.582317,-75.268621,America/Nassau
MYMM,medium_airport,BS,22.379499,-73.013494,America/Nassau
MYNN,large_airport,BS,25.039000,-77.466202,America/Nassau
MYRD,medium_airport,BS,22.181801,-75.729500,America/Nassau
MYSM,large_airport,BS,24.063041,-74.523233,America/Nassau
MZBZ,large_airport,BZ,17.539951,-88.303556,America/Belize
MZPL,medium_airport,BZ,16.536957,-88.361511,America/Belize
NCAI,small_airport,CK,-18.830900,-159.764008,Pacific/Rarotonga
NCAT,small_airport,CK,-19.967800,-158.119003,Pacific/Rarotonga
NCMH,small_airport,CK,-10.380910,-160.999424,Pacific/Rarotonga
NCMK,small_airport,CK,-20.136101,-157.345001,Pacific/Rarotonga
NCMR,small_airport,CK,-19.842501,-157.703003,Pacific/Rarotonga
NCRG,large_airport,CK,-21.202700,-159.806000,Pacific/Rarotonga
NE-0001,medium_airport,NE,16.955750,8.018610,Africa/Niamey
NFCI,small_airport,FJ,-17.743299,-179.341995,Pacific/Fiji
NFFN,large_airport,FJ,-17.761822,177.437843,Pacific/Fiji
NFFO,small_airport,FJ,-17.778448,177.196996,Pacific/Fiji
NFKD,small_airport,FJ,-19.058100,178.156998,Pacific/Fiji
NFMA,small_airport,FJ,-17.672844,177.098500,Pacific/Fiji
NFMO,small_airport,FJ,-18.566700,179.951004,Pacific/Fiji
NFNA,large_airport,FJ,-18.044226,178.561486,Pacific/Fiji
NFNB,small_airport,FJ,-17.711100,178.759003,Pacific/Fiji
NFNG,small_airport,FJ,-18.115601,179.339996,Pacific/Fiji
NFNK,small_airport,FJ,-18.199200,-178.817001,Pacific/Fiji
NFNL,medium_airport,FJ,-16.466700,179.339996,Pacific/Fiji
NFNM,small_airport,FJ,-16.690599,-179.876999,Pacific/Fiji
NFNO,small_airport,FJ,-17.345800,179.421997,Pacific/Fiji
NFNR,small_airport,FJ,-12.482500,177.070999,Pacific/Fiji
NFNS,small_airport,FJ,-16.803394,179.340587,Pacific/Fiji
NFSW,small_airport,FJ,-16.758900,177.544998,Pacific/Fiji
NFTE,small_airport,TO,-21.378300,-174.957993,Pacific/Tongatapu
NFTF,large_airport,TO,-21.241438,-175.149164,Pacific/Tongatapu
NFTL,medium_airport,TO,-19.777000,-174.341003,Pacific/Tongatapu
NFTP,small_airport,TO,-15.977297,-173.791089,Pacific/Tongatapu
NFTV,large_airport,TO,-18.585300,-173.962006,Pacific/Tongatapu
NFVB,small_airport,FJ,-17.268999,-178.975998,Pacific/Fiji
NG-0004,medium_airport,NG,4.846111,7.021389,Africa/Lagos
NG-0005,large_airport,NG,12.479048,4.369132,Africa/Lagos
NGFU,medium_airport,TV,-8.523885,179.196976,Pacific/Funafuti
NGTA,large_airport,KI,1.381640,173.147003,Pacific/Tarawa
NGTE,medium_airport,KI,-1.224470,174.776001,Pacific/Tarawa
NGTU,small_airport,KI,3.085830,172.811005,Pacific/Tarawa
NGUK,small_airport,KI,0.185278,173.636993,Pacific/Tarawa
NIUE,medium_airport,NU,-19.080109,-169.923493,Pacific/Niue
